bhide,0,5
bhide,0,5
bhide,0,5
bhide,0,5
bhide,0,5
bhide,0,5
bhide,0,5
bhide,0,5
bhide,0,5
bhide,0,6
bhide,0,6
bhide,0,6
bhide,0,6
jethalal,0,6
bhide,0,6
bhide,0,6
jethalal,0,6
bhide,0,6
jethalal,0,6
bhide,0,6
bhide,0,6
bhide,0,6
sodi,0,6
abdul,0,6
bhide,0,7
abdul,0,7
bhide,0,7
bhide,0,7
abdul,0,7
bhide,0,7
bhide,0,7
tappu,0,7
sodi,0,7
bhide,0,7
tappu,0,7
sodi,0,7
tappu,0,7
bhide,0,7
sodi,0,7
tappu,0,8
bhide,0,8
sodi,0,8
tappu,0,8
sodi,0,8
sodi,0,8
sodi,0,8
sodi,0,8
bhide wife,0,8
bhide wife,0,8
sodi wife,0,8
sodi,0,8
bhide,0,8
haati wife,0,8
bhide,0,9
bhide wife,0,9
bhide,0,9
bhide,0,9
bhide,0,9
bhide,0,9
bhide,0,9
bhide,0,9
abdul,0,9
bhide,0,9
bhide,0,9
bhide,0,9
bhide,0,9
jethalal,0,9
bhide,0,10
bhide,0,10
popatlal,0,10
bhide,0,10
bhide,0,10
abdul,0,10
bhide,0,10
bhide,0,10
bhide,0,10
bhide,0,10
bhide,0,10
bhide,0,10
bhide,0,10
sodi wife,0,10
bhide,0,10
bhide,0,11
bhide,0,11
jethalal,0,11
bhide,0,11
sodi,0,11
bhide,0,11
sodi,0,11
bhide,0,11
sodi,0,11
sodi,0,11
sodi,0,11
sodi,0,11
sodi,0,11
sodi,0,12
sodi,0,12
sodi,0,12
sodi,0,12
sodi,0,12
sodi,0,12
bhide wife,0,12
bhide,0,12
bhide wife,0,12
sodi,0,12
sodi,0,12
bhide,0,12
sodi,0,13
bhide,0,13
sodi,0,13
sodi,0,13
popatlal,0,13
sodi,0,13
tappu,0,13
jethalal,0,13
sodi,0,13
sodi,0,13
sodi,0,13
jethalal,0,13
jethalal,0,13
sodi,0,13
sodi,0,13
sodi,0,13
popatlal,0,13
sodi,0,14
sodi,0,14
sodi,0,14
popatlal,0,14
bhide,0,14
sodi,0,14
sodi,0,14
sodi,0,14
bhide,0,14
popatlal,0,14
sodi,0,14
sodi,0,14
sodi,0,14
bhide,0,14
sodi wife,0,14
bhide,0,14
sodi,0,14
sodi wife,0,14
sodi,0,14
sodi,0,14
bhide,0,14
sodi,0,14
sodi,0,14
bhide,0,14
bhide,0,15
sodi,0,15
sodi,0,15
bhide,0,15
sodi,0,15
bhide,0,15
sodi,0,15
sodi wife,0,15
bhide,0,15
sodi,0,15
sodi,0,15
sodi wife,0,15
champak lal,0,15
popatlal,0,15
abdul,0,16
babita,0,16
bhide,0,5
bhide,0,5
bhide,0,5
bhide,0,5
bhide,0,5
bhide,0,5
bhide,0,5
bhide,0,5
bhide,0,5
bhide,0,6
bhide,0,6
bhide,0,6
bhide,0,6
jethalal,0,6
bhide,0,6
bhide,0,6
jethalal,0,6
bhide,0,6
jethalal,0,6
bhide,0,6
bhide,0,6
bhide,0,6
sodi,0,6
abdul,0,6
bhide,0,7
abdul,0,7
bhide,0,7
bhide,0,7
abdul,0,7
bhide,0,7
bhide,0,7
tappu,0,7
sodi,0,7
bhide,0,7
tappu,0,7
sodi,0,7
tappu,0,7
bhide,0,7
sodi,0,7
tappu,0,8
bhide,0,8
sodi,0,8
tappu,0,8
sodi,0,8
sodi,0,8
sodi,0,8
sodi,0,8
bhide wife,0,8
bhide wife,0,8
sodi wife,0,8
sodi,0,8
bhide,0,8
haati wife,0,8
bhide,0,9
bhide wife,0,9
bhide,0,9
bhide,0,9
bhide,0,9
bhide,0,9
bhide,0,9
bhide,0,9
abdul,0,9
bhide,0,9
bhide,0,9
bhide,0,9
bhide,0,9
jethalal,0,9
bhide,0,10
bhide,0,10
popatlal,0,10
bhide,0,10
bhide,0,10
abdul,0,10
bhide,0,10
bhide,0,10
bhide,0,10
bhide,0,10
bhide,0,10
bhide,0,10
bhide,0,10
sodi wife,0,10
bhide,0,10
bhide,0,11
bhide,0,11
jethalal,0,11
bhide,0,11
sodi,0,11
bhide,0,11
sodi,0,11
bhide,0,11
sodi,0,11
sodi,0,11
sodi,0,11
sodi,0,11
sodi,0,11
sodi,0,12
sodi,0,12
sodi,0,12
sodi,0,12
sodi,0,12
sodi,0,12
bhide wife,0,12
bhide,0,12
bhide wife,0,12
sodi,0,12
sodi,0,12
bhide,0,12
sodi,0,13
bhide,0,13
sodi,0,13
sodi,0,13
popatlal,0,13
sodi,0,13
tappu,0,13
jethalal,0,13
sodi,0,13
sodi,0,13
sodi,0,13
jethalal,0,13
jethalal,0,13
sodi,0,13
sodi,0,13
sodi,0,13
popatlal,0,13
sodi,0,14
sodi,0,14
sodi,0,14
popatlal,0,14
bhide,0,14
sodi,0,14
sodi,0,14
sodi,0,14
bhide,0,14
popatlal,0,14
sodi,0,14
sodi,0,14
sodi,0,14
bhide,0,14
sodi wife,0,14
bhide,0,14
sodi,0,14
sodi wife,0,14
sodi,0,14
sodi,0,14
bhide,0,14
sodi,0,14
sodi,0,14
bhide,0,14
bhide,0,15
sodi,0,15
sodi,0,15
bhide,0,15
sodi,0,15
bhide,0,15
sodi,0,15
sodi wife,0,15
bhide,0,15
sodi,0,15
sodi,0,15
sodi wife,0,15
champak lal,0,15
popatlal,0,15
abdul,0,16
babita,0,16
babita,0,17
